current,min,median,max,percentile
0.0021296195701274523,0.0006513051215166925,0.004595316526557396,0.008097262995564182,28.57142857142857
0.0038739136438890177,0.0006513051215166925,0.0038739136438890177,0.007678845715853397,57.14285714285714
0.005239316967882262,0.0006513051215166925,0.0038739136438890177,0.006441560166629998,85.71428571428571
0.006157914525810147,0.0006513051215166925,0.0038739136438890177,0.006157914525810147,100
0.006610122187369184,0.0006513051215166925,0.0038739136438890177,0.006610122187369184,100
0.00659408724645429,0.0006513051215166925,0.005239316967882262,0.006610122187369184,85.71428571428571
0.006115686774801471,0.0021296195701274523,0.006115686774801471,0.006610122187369184,57.14285714285714
0.005188372455960907,0.0038739136438890177,0.006115686774801471,0.006610122187369184,28.57142857142857
0.0038423081340976106,0.0038423081340976106,0.006115686774801471,0.006610122187369184,14.285714285714285
0.002150656456710158,0.002150656456710158,0.006115686774801471,0.006610122187369184,14.285714285714285
0.0006162442091532034,0.0006162442091532034,0.005188372455960907,0.006610122187369184,14.285714285714285
0.0021663150644263543,0.0006162442091532034,0.0038423081340976106,0.00659408724645429,42.857142857142854
0.004166852744770461,0.0006162442091532034,0.0038423081340976106,0.006115686774801471,71.42857142857143
0.0058641581511040776,0.0006162442091532034,0.0038423081340976106,0.0058641581511040776,100
0.006997270043013378,0.0006162442091532034,0.0038423081340976106,0.006997270043013378,100
0.007387906536955508,0.0006162442091532034,0.004166852744770461,0.007387906536955508,100
0.0069750445812033065,0.0006162442091532034,0.0058641581511040776,0.007387906536955508,71.42857142857143
0.005831533134420141,0.0021663150644263543,0.0058641581511040776,0.007387906536955508,42.857142857142854
0.004143778769158221,0.004143778769158221,0.0058641581511040776,0.007387906536955508,14.285714285714285
0.002173765042541486,0.002173765042541486,0.0058641581511040776,0.007387906536955508,14.285714285714285
0.0005938446829842412,0.0005938446829842412,0.005831533134420141,0.007387906536955508,14.285714285714285
0.002009178107907748,0.0005938446829842412,0.004143778769158221,0.007387906536955508,28.57142857142857
0.003617978029873307,0.0005938446829842412,0.003617978029873307,0.0069750445812033065,57.14285714285714
0.00487874797973096,0.0005938446829842412,0.003617978029873307,0.005831533134420141,85.71428571428571
0.005724647981048404,0.0005938446829842412,0.003617978029873307,0.005724647981048404,100
0.006133061820877019,0.0005938446829842412,0.003617978029873307,0.006133061820877019,100
0.00609960702050407,0.0005938446829842412,0.00487874797973096,0.006133061820877019,85.71428571428571
0.005629692701650538,0.002009178107907748,0.005629692701650538,0.006133061820877019,57.14285714285714
0.0047386912098765655,0.003617978029873307,0.005629692701650538,0.006133061820877019,28.57142857142857
0.0034604186725466744,0.0034604186725466744,0.005629692701650538,0.006133061820877019,14.285714285714285
0.0018727317079909123,0.0018727317079909123,0.005629692701650538,0.006133061820877019,14.285714285714285
0.0005726849313975644,0.0005726849313975644,0.0047386912098765655,0.006133061820877019,14.285714285714285
0.0021237644047560305,0.0005726849313975644,0.0034604186725466744,0.00609960702050407,42.857142857142854
0.0039486491976884145,0.0005726849313975644,0.0034604186725466744,0.005629692701650538,71.42857142857143
0.005474218145085102,0.0005726849313975644,0.0034604186725466744,0.005474218145085102,100
0.006472536350968328,0.0005726849313975644,0.0034604186725466744,0.006472536350968328,100
